PRCE_REG_YMD,MRKT_ESNT_NO,MRKT_CODE,MRKT_NM,CTNP_CODE,CTNP_NM,SGGU_CODE,SGGU_NM,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,WSRT_EXMN_SE_CODE,EXMN_SE_NM,BULK_GRAD_CODE,BULK_GRAD_NM,PDLT_PRCE,MTC_SMT_UNIT_MG,MTC_SMT_UNIT_NM,WHSL_SMT_UNIT_MG,WHSL_SMT_UNIT_NM,RTSL_SMT_UNIT_MG,RTSL_SMT_UNIT_NM,EVFD_FMPD_SMT_UNIT_MG,EVFD_FMPD_SMT_UNIT_NM,DCNT_PRCE_YN,ETL_LDG_DT
20250110,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,23700,1,kg,1.0,kg,1.0,kg,1.0,kg,N,20250212043130
20250113,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,23700,1,kg,1.0,kg,1.0,kg,1.0,kg,N,20250205060121
20250114,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,23700,1,kg,1.0,kg,1.0,kg,1.0,kg,N,20250204061623
20250115,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,23700,1,kg,1.0,kg,1.0,kg,1.0,kg,N,20250131014612
20250116,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,23700,1,kg,1.0,kg,1.0,kg,1.0,kg,N,20250131113101
20250117,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,18900,1,kg,1.0,kg,1.0,kg,1.0,kg,Y,20250203040118
20250120,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,18900,1,kg,1.0,kg,1.0,kg,1.0,kg,Y,20250204113123
20250121,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,18900,1,kg,1.0,kg,1.0,kg,1.0,kg,Y,20250205114629
20250122,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,18900,1,kg,1.0,kg,1.0,kg,1.0,kg,Y,20250206020130
20250123,751,310405,J-유통,31,경기,3138,고양,644,굴,0,굴,1,소매,4,상품,18900,1,kg,1.0,kg,1.0,kg,1.0,kg,Y,20250211031648
